"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-101,"Toole County",58.2,57,-0.264,58.5
MT-103,"Treasure County",63.5,72,0.222,63.3
MT-105,"Valley County",62.2,79,0.773,61.4
MT-107,"Wheatland County",57,68,-0.106,57.1
MT-109,"Wibaux County",62.4,58,-0.584,63
MT-111,"Yellowstone County",63.1,73,0.262,62.8
NE-001,"Adams County",73.4,100,2.855,70.5
NE-003,"Antelope County",71.8,103,2.606,69.2
NE-005,"Arthur County",70.6,114,4.363,66.2
NE-007,"Banner County",67.9,110,3.872,64
NE-009,"Blaine County",70.9,100,2.577,68.3
NE-011,"Boone County",72.7,112,3.685,69
NE-013,"Box Butte County",67.4,103,3.084,64.3
NE-015,"Boyd County",70.4,91,1.524,68.9
NE-017,"Brown County",70.2,100,2.551,67.6
NE-019,"Buffalo County",72.5,103,2.803,69.7
NE-021,"Burt County",73.3,107,3.158,70.1
NE-023,"Butler County",73.3,105,2.845,70.5
NE-025,"Cass County",73.8,103,2.345,71.5
NE-027,"Cedar County",71.6,102,2.578,69
NE-029,"Chase County",72.6,108,3.761,68.8
NE-031,"Cherry County",69.3,106,3.347,66
NE-033,"Cheyenne County",69.2,106,3.689,65.5
NE-035,"Clay County",73.6,97,2.76,70.8
NE-037,"Colfax County",73.9,110,3.878,70
NE-039,"Cuming County",73.1,110,3.323,69.8
NE-041,"Custer County",71.1,106,3.007,68.1
NE-043,"Dakota County",72.4,104,2.732,69.7
NE-045,"Dawes County",67.5,96,2.546,65
NE-047,"Dawson County",72.5,107,3.176,69.3
NE-049,"Deuel County",70.6,104,3.377,67.2
NE-051,"Dixon County",71.9,102,2.626,69.3
NE-053,"Dodge County",74.1,112,3.767,70.3
NE-055,"Douglas County",74.4,107,3.284,71.1
NE-057,"Dundy County",73.1,107,3.491,69.6
NE-059,"Fillmore County",73.8,95,2.472,71.3
NE-061,"Franklin County",74.1,103,3.133,71
NE-063,"Frontier County",73.2,110,3.577,69.6
NE-065,"Furnas County",73.7,96,2.633,71.1
NE-067,"Gage County",74.2,96,2.32,71.9
NE-069,"Garden County",70,114,4.312,65.7
NE-071,"Garfield County",70.2,101,2.432,67.8
NE-073,"Gosper County",72.9,98,2.829,70.1
NE-075,"Grant County",69.3,111,4.019,65.3
NE-077,"Greeley County",72.2,109,3.428,68.8
NE-079,"Hall County",73.6,108,3.307,70.3
NE-081,"Hamilton County",74.1,109,3.46,70.6
NE-083,"Harlan County",74.4,103,3.207,71.2
NE-085,"Hayes County",73,110,3.872,69.1
NE-087,"Hitchcock County",74,106,3.593,70.4
NE-089,"Holt County",69.8,94,1.775,68
NE-091,"Hooker County",69.2,100,2.536,66.7
NE-093,"Howard County",73.3,109,3.475,69.8
NE-095,"Jefferson County",74.8,102,2.978,71.8
NE-097,"Johnson County",73.6,94,1.702,71.9
NE-099,"Kearney County",72.9,101,2.716,70.2
NE-101,"Keith County",71.7,109,3.759,67.9
NE-103,"Keya Paha County",69.8,99,2.375,67.4
NE-105,"Kimball County",67.1,108,3.759,63.3
NE-107,"Knox County",71.4,99,2.186,69.2
NE-109,"Lancaster County",74.2,104,2.787,71.4
NE-111,"Lincoln County",72.2,112,3.807,68.4
NE-113,"Logan County",70.7,104,2.889,67.8
NE-115,"Loup County",70.4,100,2.541,67.9
NE-117,"McPherson County",70.4,108,3.273,67.1
NE-119,"Madison County",73.1,111,3.467,69.6
NE-121,"Merrick County",74.5,112,3.992,70.5
NE-123,"Morrill County",69.7,111,4.219,65.5
NE-125,"Nance County",73.8,111,3.957,69.8
NE-127,"Nemaha County",74.2,97,2.06,72.1
NE-129,"Nuckolls County",73.7,93,2.358,71.3
NE-131,"Otoe County",73.8,97,1.912,71.9
NE-133,"Pawnee County",73.9,93,1.794,72.1
NE-135,"Perkins County",71.7,106,3.532,68.2
NE-137,"Phelps County",73,103,2.947,70.1
NE-139,"Pierce County",72.2,106,2.889,69.3
NE-141,"Platte County",73.7,111,3.922,69.8
NE-143,"Polk County",74,107,3.428,70.6
NE-145,"Red Willow County",74.6,111,4.055,70.5
NE-147,"Richardson County",74.8,103,2.493,72.3
NE-149,"Rock County",69.5,97,2.138,67.4
NE-151,"Saline County",74.3,101,2.757,71.5
NE-153,"Sarpy County",74.2,104,2.842,71.4
NE-155,"Saunders County",74.3,107,3.487,70.8
NE-157,"Scotts Bluff County",69.6,112,4.17,65.4
NE-159,"Seward County",73.7,105,2.674,71
NE-161,"Sheridan County",68.1,108,3.55,64.6
NE-163,"Sherman County",71.9,104,2.898,69
NE-165,"Sioux County",65.8,98,2.461,63.3
NE-167,"Stanton County",73.4,112,3.751,69.6
NE-169,"Thayer County",74.3,96,2.652,71.6
NE-171,"Thomas County",70.4,100,2.317,68.1
NE-173,"Thurston County",72.5,107,2.919,69.6
NE-175,"Valley County",71.2,102,2.891,68.3
NE-177,"Washington County",74.1,111,3.329,70.8
NE-179,"Wayne County",72.3,109,3.098,69.2
NE-181,"Webster County",73.9,99,2.737,71.2
NE-183,"Wheeler County",71.6,109,3.25,68.4
NE-185,"York County",73.9,105,2.834,71.1
NV-001,"Churchill County",66.8,94,1.964,64.8
NV-003,"Clark County",82.8,113,3.976,78.8
NV-005,"Douglas County",61.9,94,1.977,59.9
NV-007,"Elko County",60.6,90,2.231,58.4
NV-009,"Esmeralda County",69.2,95,2.955,66.2
NV-011,"Eureka County",62.4,100,3.233,59.2
NV-013,"Humboldt County",63.8,90,1.928,61.9
NV-015,"Lander County",64,99,3.132,60.9
NV-017,"Lincoln County",73.3,114,4.166,69.1
NV-019,"Lyon County",65.9,97,2.276,63.6
NV-021,"Mineral County",66.2,100,3.266,62.9
NV-023,"Nye County",69.4,105,3.959,65.4
NV-027,"Pershing County",66,86,1.896,64.1
NV-029,"Storey County",64.6,95,2.297,62.3
NV-031,"Washoe County",63.1,90,1.941,61.2
NV-033,"White Pine County",62.9,97,3.334,59.6
NV-510,"Carson City",63.6,95,2.359,61.2
NH-001,"Belknap County",63.1,57,0.234,62.9
NH-003,"Carroll County",61.9,69,0.539,61.4
NH-005,"Cheshire County",63.6,84,1.077,62.5
NH-007,"Coos County",58.3,48,-0.296,58.6
NH-009,"Grafton County",60.4,57,0.199,60.2
NH-011,"Hillsborough County",64.6,79,0.819,63.8
NH-013,"Merrimack County",63.3,55,0.236,63.1
NH-015,"Rockingham County",64.3,51,0.026,64.3
NH-017,"Strafford County",63,46,-0.383,63.4
NH-019,"Sullivan County",62.1,74,0.664,61.4
NJ-001,"Atlantic County",70.8,96,1.83,69
NJ-003,"Bergen County",69.7,76,1.068,68.6
NJ-005,"Burlington County",71.4,90,1.557,69.8
NJ-007,"Camden County",71.7,86,1.233,70.5
NJ-009,"Cape May County",70.6,93,1.874,68.7
NJ-011,"Cumberland County",71.2,93,1.542,69.7
NJ-013,"Essex County",70.2,91,1.414,68.8
NJ-015,"Gloucester County",71.8,82,1.102,70.7
NJ-017,"Hudson County",71.6,95,1.606,70
NJ-019,"Hunterdon County",68.6,85,1.463,67.1
NJ-021,"Mercer County",70.5,85,1.41,69.1
NJ-023,"Middlesex County",70.9,99,1.767,69.1
NJ-025,"Monmouth County",71.1,103,2.104,69
NJ-027,"Morris County",67.1,68,0.728,66.4
NJ-029,"Ocean County",70.7,101,2.059,68.6
NJ-031,"Passaic County",67.5,67,0.847,66.7
NJ-033,"Salem County",71.7,79,0.984,70.7
NJ-035,"Somerset County",69.6,86,1.455,68.1
NJ-037,"Sussex County",65.6,55,0.138,65.5
NJ-039,"Union County",70.9,96,1.768,69.1
NJ-041,"Warren County",66.7,67,0.6,66.1
NM-001,"Bernalillo County",71.7,100,2.606,69.1
NM-003,"Catron County",65.1,105,2.584,62.5
NM-005,"Chaves County",79.6,121,5.167,74.4
NM-006,"Cibola County",66.9,103,2.568,64.3
NM-007,"Colfax County",64.4,106,2.323,62.1
NM-009,"Curry County",77,118,4.329,72.7
NM-011,"De Baca County",78.3,120,4.607,73.7
NM-013,"Dona Ana County",80.7,117,3.702,77
NM-015,"Eddy County",81.2,116,4.133,77.1
NM-017,"Grant County",73,107,2.671,70.3
NM-019,"Guadalupe County",74.4,111,3.639,70.8
NM-021,"Harding County",73.2,106,2.971,70.2
NM-023,"Hidalgo County",77.7,107,2.671,75
NM-025,"Lea County",80.6,119,4.582,76
NM-027,"Lincoln County",73.1,118,3.926,69.2
NM-028,"Los Alamos County",65.4,108,3.112,62.3
NM-029,"Luna County",79.8,112,3.238,76.6
NM-031,"McKinley County",68.4,113,3.649,64.8
NM-033,"Mora County",65.7,112,3.486,62.2
NM-035,"Otero County",76.1,116,3.448,72.7
NM-037,"Quay County",77.5,112,3.668,73.8
NM-039,"Rio Arriba County",63.5,108,2.831,60.7
NM-041,"Roosevelt County",77.8,118,4.238,73.6
NM-043,"Sandoval County",69.1,115,3.302,65.8
NM-045,"San Juan County",71.1,110,3.408,67.7
NM-047,"San Miguel County",71.1,108,2.998,68.1
NM-049,"Santa Fe County",67.4,100,2.531,64.9
NM-051,"Sierra County",75.7,106,2.702,73
NM-053,"Socorro County",73,114,3.33,69.7
NM-055,"Taos County",61.2,116,3.458,57.7
NM-057,"Torrance County",68.6,102,2.711,65.9
NM-059,"Union County",70.4,98,2.203,68.2
NM-061,"Valencia County",73.9,101,2.721,71.2
NY-001,"Albany County",65.2,56,-0.079,65.3
NY-003,"Allegany County",64.6,93,1.528,63.1
NY-005,"Bronx County",71,83,1.295,69.7
NY-007,"Broome County",63.4,42,-0.746,64.1
NY-009,"Cattaraugus County",64.2,91,1.315,62.9
NY-011,"Cayuga County",64.7,57,0.076,64.6
NY-013,"Chautauqua County",65.4,88,1.229,64.2
NY-015,"Chemung County",64.9,71,0.655,64.2
NY-017,"Chenango County",62.2,38,-0.918,63.1
NY-019,"Clinton County",63.1,77,0.726,62.4
NY-021,"Columbia County",66.2,69,0.5,65.7
NY-023,"Cortland County",62.4,50,-0.534,62.9
NY-025,"Delaware County",60.5,26,-1.536,62
NY-027,"Dutchess County",67.2,76,1.09,66.1
NY-029,"Erie County",65.9,87,1.502,64.4
NY-031,"Essex County",60.1,50,-0.247,60.3
NY-033,"Franklin County",61.5,70,0.533,61
NY-035,"Fulton County",63,58,-0.243,63.2
NY-037,"Genesee County",66.3,90,1.626,64.7
NY-039,"Greene County",63,49,-0.398,63.4
NY-041,"Hamilton County",59.2,49,-0.345,59.5
NY-043,"Herkimer County",61,51,-0.428,61.4
NY-045,"Jefferson County",64,72,0.575,63.4
NY-047,"Kings County",71.5,95,1.664,69.8
NY-049,"Lewis County",61.5,69,0.421,61.1
NY-051,"Livingston County",66.3,88,1.326,65
NY-053,"Madison County",62.5,46,-0.585,63.1
NY-055,"Monroe County",66.9,87,1.462,65.4
NY-057,"Montgomery County",64.9,45,-0.661,65.6
NY-059,"Nassau County",69.8,90,1.414,68.4
NY-061,"New York County",71.5,88,1.468,70
NY-063,"Niagara County",66.9,92,1.798,65.1
NY-065,"Oneida County",62.8,44,-0.628,63.4
NY-067,"Onondaga County",64.4,56,-0.121,64.5
NY-069,"Ontario County",66,81,1.003,65
NY-071,"Orange County",66,54,0.11,65.9
NY-073,"Orleans County",66.9,99,1.989,64.9
NY-075,"Oswego County",64.2,66,0.39,63.8
NY-077,"Otsego County",61.2,28,-1.422,62.6
NY-079,"Putnam County",67.3,84,1.181,66.1
NY-081,"Queens County",70.8,87,1.367,69.4
NY-083,"Rensselaer County",65.2,75,0.723,64.5
NY-085,"Richmond County",71.8,101,2.011,69.8
NY-087,"Rockland County",68.5,80,1.082,67.4
NY-089,"St. Lawrence County",63,70,0.486,62.5
NY-091,"Saratoga County",64.9,71,0.405,64.5
NY-093,"Schenectady County",65.4,63,0.115,65.3
NY-095,"Schoharie County",62.3,37,-0.877,63.2
NY-097,"Schuyler County",64.7,77,0.789,63.9
NY-099,"Seneca County",66.1,71,0.555,65.5
NY-101,"Steuben County",64.6,81,1.064,63.5
NY-103,"Suffolk County",67.5,92,1.424,66.1
NY-105,"Sullivan County",62.4,39,-0.784,63.2
NY-107,"Tioga County",64.2,52,-0.094,64.3
NY-109,"Tompkins County",63.9,52,-0.268,64.2
NY-111,"Ulster County",64.1,57,0.089,64
NY-113,"Warren County",61.9,51,-0.066,62
NY-115,"Washington County",64.4,68,0.32,64.1
NY-117,"Wayne County",65.3,56,0.15,65.2
NY-119,"Westchester County",68.9,88,1.346,67.6
NY-121,"Wyoming County",64.6,88,1.42,63.2
NY-123,"Yates County",66.1,91,1.338,64.8
NC-001,"Alamance County",75.6,100,1.606,74
NC-003,"Alexander County",74.2,102,1.555,72.6
NC-005,"Alleghany County",67.6,103,1.707,65.9
NC-007,"Anson County",78.1,102,1.858,76.2
NC-009,"Ashe County",66.2,96,1.513,64.7
NC-011,"Avery County",65.6,111,2.225,63.4
NC-013,"Beaufort County",76.3,72,0.819,75.5
NC-015,"Bertie County",75.3,73,0.789,74.5
NC-017,"Bladen County",77.8,106,1.759,76
NC-019,"Brunswick County",77.8,104,1.761,76
NC-021,"Buncombe County",69.6,104,1.773,67.8
NC-023,"Burke County",74.2,110,2.031,72.2
NC-025,"Cabarrus County",77.2,109,2.091,75.1
NC-027,"Caldwell County",73.8,107,1.971,71.8
NC-029,"Camden County",74.4,67,0.565,73.8
NC-031,"Carteret County",77.3,96,1.438,75.9
NC-033,"Caswell County",74.9,89,1.203,73.7
NC-035,"Catawba County",75.7,110,2.174,73.5
NC-037,"Chatham County",76.4,102,1.743,74.7
NC-039,"Cherokee County",71.8,98,1.25,70.6
NC-041,"Chowan County",75.3,69,0.532,74.8
NC-043,"Clay County",70.5,106,2.018,68.5
NC-045,"Cleveland County",75.6,96,1.44,74.2
NC-047,"Columbus County",77.7,101,1.551,76.1
NC-049,"Craven County",76.8,94,1.457,75.3
NC-051,"Cumberland County",78.5,110,2.227,76.3
NC-053,"Currituck County",74.4,69,0.634,73.8
NC-055,"Dare County",75.8,81,0.933,74.9
NC-057,"Davidson County",75.5,98,1.619,73.9
NC-059,"Davie County",75.1,105,1.896,73.2
NC-061,"Duplin County",76.6,95,1.241,75.4
NC-063,"Durham County",75.8,102,1.75,74.1
NC-065,"Edgecombe County",75.8,81,0.876,74.9
NC-067,"Forsyth County",74.7,100,1.675,73
NC-069,"Franklin County",75.7,99,1.587,74.1
NC-071,"Gaston County",76.8,112,2.226,74.6
NC-073,"Gates County",74.5,61,0.364,74.1
NC-075,"Graham County",69.4,100,1.357,68
NC-077,"Granville County",75.1,102,1.751,73.3
NC-079,"Greene County",76.7,85,1.151,75.5
NC-081,"Guilford County",75.5,107,1.824,73.7
NC-083,"Halifax County",75.3,83,0.916,74.4
NC-085,"Harnett County",77.4,104,1.769,75.6
NC-087,"Haywood County",65.9,95,1.385,64.5
NC-089,"Henderson County",70.1,88,1.067,69
NC-091,"Hertford County",74.8,70,0.584,74.2
NC-093,"Hoke County",78.6,114,2.667,75.9
NC-095,"Hyde County",76.3,68,0.612,75.7
NC-097,"Iredell County",75.5,112,2.28,73.2
NC-099,"Jackson County",67.4,99,1.541,65.9
NC-101,"Johnston County",77,100,1.531,75.5
NC-103,"Jones County",76.6,96,1.539,75.1
NC-105,"Lee County",76.8,104,1.706,75.1
NC-107,"Lenoir County",76.6,85,1.166,75.4
NC-109,"Lincoln County",76.2,112,2.292,73.9
NC-111,"McDowell County",72.8,105,1.814,71
NC-113,"Macon County",69.1,105,2.054,67
NC-115,"Madison County",70.3,98,1.601,68.7
NC-117,"Martin County",75.7,76,0.868,74.8
NC-119,"Mecklenburg County",77.6,114,2.573,75
NC-121,"Mitchell County",66.5,94,1.388,65.1
NC-123,"Montgomery County",77.6,110,2.343,75.3
NC-125,"Moore County",77.6,112,2.413,75.2
NC-127,"Nash County",75.8,95,1.302,74.5
NC-129,"New Hanover County",78.1,109,1.987,76.1
NC-131,"Northampton County",75.1,83,0.845,74.3
NC-133,"Onslow County",77.1,101,1.7,75.4
NC-135,"Orange County",75.1,96,1.481,73.6
NC-137,"Pamlico County",76.9,78,0.945,76
NC-139,"Pasquotank County",74.7,68,0.611,74.1
NC-141,"Pender County",77.3,103,1.648,75.7
NC-143,"Perquimans County",75,70,0.589,74.4
NC-145,"Person County",74.2,91,1.183,73
NC-147,"Pitt County",76.4,84,0.973,75.4
NC-149,"Polk County",74.8,97,1.339,73.5
NC-151,"Randolph County",76.3,107,1.933,74.4
NC-153,"Richmond County",78.3,109,2.231,76.1
NC-155,"Robeson County",79.1,115,2.53,76.6
NC-157,"Rockingham County",75.4,108,1.906,73.5
NC-159,"Rowan County",76,103,1.914,74.1
NC-161,"Rutherford County",75.2,96,1.524,73.7
NC-163,"Sampson County",77.2,102,1.447,75.8
NC-165,"Scotland County",79.1,115,2.891,76.2
NC-167,"Stanly County",77.5,104,1.908,75.6
NC-169,"Stokes County",74.4,108,2.042,72.4
NC-171,"Surry County",73,102,1.743,71.3
NC-173,"Swain County",66.9,95,1.122,65.8
NC-175,"Transylvania County",68.6,96,1.244,67.4
NC-177,"Tyrrell County",75.6,68,0.625,75
NC-179,"Union County",77.6,107,2.155,75.4
NC-181,"Vance County",75.4,106,1.898,73.5
NC-183,"Wake County",76.5,105,1.826,74.7
NC-185,"Warren County",75.5,98,1.619,73.9
NC-187,"Washington County",75.2,59,0.394,74.8
NC-189,"Watauga County",66.5,107,1.958,64.5
NC-191,"Wayne County",76.9,94,1.324,75.6
NC-193,"Wilkes County",73,104,1.731,71.3
NC-195,"Wilson County",76.7,97,1.472,75.2
NC-197,"Yadkin County",73.8,96,1.489,72.3
NC-199,"Yancey County",66.4,100,1.516,64.9
ND-001,"Adams County",62.6,69,0.016,62.6
ND-003,"Barnes County",67,111,3.394,63.6
ND-005,"Benson County",65,105,2.64,62.4
ND-007,"Billings County",62.4,59,-0.284,62.7
ND-009,"Bottineau County",64.2,99,2.098,62.1
ND-011,"Bowman County",62.5,69,0.151,62.3
ND-013,"Burke County",62.1,82,1.102,61
ND-015,"Burleigh County",64,77,0.527,63.5
ND-017,"Cass County",68.3,109,3.369,64.9
ND-019,"Cavalier County",64.1,108,2.962,61.1
ND-021,"Dickey County",67.1,99,2.77,64.3
ND-023,"Divide County",61.9,77,0.915,61
ND-025,"Dunn County",63.2,78,0.637,62.6
ND-027,"Eddy County",65.3,95,2.345,63
ND-029,"Emmons County",65.1,77,0.837,64.3
ND-031,"Foster County",65.4,95,2.269,63.1
ND-033,"Golden Valley County",62.2,55,-0.546,62.7
ND-035,"Grand Forks County",66.9,103,2.94,64
ND-037,"Grant County",63.4,67,-0.217,63.6
ND-039,"Griggs County",65.7,102,2.744,63
ND-041,"Hettinger County",62.5,67,0.002,62.5
ND-043,"Kidder County",64.6,87,1.593,63
ND-045,"LaMoure County",67.1,107,3.044,64.1
ND-047,"Logan County",64.8,90,1.561,63.2
ND-049,"McHenry County",64.9,97,1.713,63.2
ND-051,"McIntosh County",64.3,82,0.922,63.4
ND-053,"McKenzie County",62.7,70,0.129,62.6
ND-055,"McLean County",64.3,88,1.283,63
ND-057,"Mercer County",64.2,82,1.037,63.2
ND-059,"Morton County",64,76,0.461,63.5
ND-061,"Mountrail County",62.6,79,0.946,61.7
ND-063,"Nelson County",65.3,106,2.845,62.5
ND-065,"Oliver County",64,76,0.447,63.6
ND-067,"Pembina County",65.7,105,2.733,63
ND-069,"Pierce County",64.6,103,2.563,62
ND-071,"Ramsey County",65,105,2.602,62.4
ND-073,"Ransom County",68.2,110,3.386,64.8
ND-075,"Renville County",63.7,85,1.276,62.4
ND-077,"Richland County",69.4,115,4.022,65.4
ND-079,"Rolette County",64,111,3.595,60.4
ND-081,"Sargent County",68.4,110,3.282,65.1
ND-083,"Sheridan County",64.1,83,1.246,62.9
ND-085,"Sioux County",64.6,72,0.319,64.3
ND-087,"Slope County",62.6,67,-0.047,62.6
ND-089,"Stark County",62.6,67,0.043,62.6
ND-091,"Steele County",66.4,102,2.781,63.6
ND-093,"Stutsman County",65.9,102,2.689,63.2
ND-095,"Towner County",64.7,111,3.561,61.1
ND-097,"Traill County",67.5,101,2.711,64.8
ND-099,"Walsh County",66,104,3.201,62.8
ND-101,"Ward County",63.8,85,1.294,62.5
ND-103,"Wells County",64.5,91,1.836,62.7
ND-105,"Williams County",62.7,77,0.916,61.8
OH-001,"Adams County",70.7,67,0.303,70.4
OH-003,"Allen County",72.3,110,2.728,69.6
OH-005,"Ashland County",68.5,84,1.213,67.3
OH-007,"Ashtabula County",67.4,92,1.821,65.6
OH-009,"Athens County",69.8,69,0.387,69.4
OH-011,"Auglaize County",71.8,107,2.312,69.5
OH-013,"Belmont County",68.8,70,0.445,68.4
OH-015,"Brown County",70.6,68,0.354,70.2
OH-017,"Butler County",71.8,77,0.827,71
OH-019,"Carroll County",68.8,92,1.48,67.3
OH-021,"Champaign County",70.7,94,1.506,69.2
OH-023,"Clark County",71.4,99,1.816,69.6
OH-025,"Clermont County",71.9,80,0.943,71
OH-027,"Clinton County",71.3,93,1.623,69.7
OH-029,"Columbiana County",68.1,86,1.255,66.8
OH-031,"Coshocton County",69.4,83,1.112,68.3
OH-033,"Crawford County",70.4,102,2.404,68
OH-035,"Cuyahoga County",70.1,107,2.453,67.6
OH-037,"Darke County",71.5,100,2.105,69.4
OH-039,"Defiance County",71.7,104,2.641,69.1
OH-041,"Delaware County",71.3,93,1.501,69.8
OH-043,"Erie County",71,102,2.03,69
OH-045,"Fairfield County",71,85,1.314,69.7
OH-047,"Fayette County",71.5,100,1.985,69.5
OH-049,"Franklin County",72.3,96,1.826,70.5
OH-051,"Fulton County",71.2,104,2.55,68.7
OH-053,"Gallia County",70,44,-0.518,70.5
OH-055,"Geauga County",67.8,101,2.25,65.6
OH-057,"Greene County",71.8,99,1.836,70
OH-059,"Guernsey County",70,90,1.411,68.6
OH-061,"Hamilton County",72.9,90,1.421,71.5
OH-063,"Hancock County",72.7,114,3.338,69.4
OH-065,"Hardin County",72.1,111,3.066,69
OH-067,"Harrison County",68.9,77,1.021,67.9
OH-069,"Henry County",72.2,110,2.985,69.2
OH-071,"Highland County",70.7,83,1.042,69.7
OH-073,"Hocking County",70.1,81,0.806,69.3
OH-075,"Holmes County",68.6,79,1.017,67.6
OH-077,"Huron County",70.1,97,1.886,68.2
OH-079,"Jackson County",69.2,40,-0.722,69.9
OH-081,"Jefferson County",68.4,66,0.226,68.2
OH-083,"Knox County",68.7,73,0.825,67.9
OH-085,"Lake County",69.1,109,2.676,66.4
OH-087,"Lawrence County",71.4,77,0.888,70.5
OH-089,"Licking County",69.9,84,1.004,68.9
OH-091,"Logan County",70.7,95,1.892,68.8
OH-093,"Lorain County",70,91,1.617,68.4
OH-095,"Lucas County",72.8,115,3.563,69.2
OH-097,"Madison County",71.8,102,2.167,69.6
OH-099,"Mahoning County",68.2,98,1.976,66.2
OH-101,"Marion County",71.4,101,2.247,69.2
OH-103,"Medina County",69.7,99,2.093,67.6
OH-105,"Meigs County",69.2,41,-0.874,70.1
OH-107,"Mercer County",72,107,2.642,69.4
OH-109,"Miami County",72.2,101,2.183,70
OH-111,"Monroe County",69.1,68,0.302,68.8
OH-113,"Montgomery County",72.2,94,1.737,70.5
OH-115,"Morgan County",69.8,74,0.549,69.3
OH-117,"Morrow County",69.4,90,1.349,68.1
OH-119,"Muskingum County",70.2,89,1.356,68.8
OH-121,"Noble County",69.8,79,0.828,69
OH-123,"Ottawa County",72.1,108,2.661,69.4
OH-125,"Paulding County",72,108,2.652,69.3
OH-127,"Perry County",69.8,82,0.931,68.9
OH-129,"Pickaway County",72,93,1.42,70.6
OH-131,"Pike County",70.8,76,0.724,70.1
OH-133,"Portage County",68.7,105,2.526,66.2
OH-135,"Preble County",70.4,75,0.776,69.6
OH-137,"Putnam County",72.4,111,2.854,69.5
OH-139,"Richland County",68.6,88,1.534,67.1
OH-141,"Ross County",71.2,83,1.02,70.2
OH-143,"Sandusky County",71.8,108,2.356,69.4
OH-145,"Scioto County",71.1,70,0.669,70.4
OH-147,"Seneca County",71.4,105,2.45,69
OH-149,"Shelby County",71.1,95,1.703,69.4
OH-151,"Stark County",70,112,2.923,67.1
OH-153,"Summit County",70.4,114,3.018,67.4
OH-155,"Trumbull County",67.8,89,1.828,66
OH-157,"Tuscarawas County",69.8,96,1.785,68
OH-159,"Union County",71.3,97,1.746,69.6
OH-161,"Van Wert County",72.4,111,2.95,69.5
OH-163,"Vinton County",68.8,41,-0.739,69.5
OH-165,"Warren County",72,87,1.279,70.7
OH-167,"Washington County",70.6,75,0.81,69.8
OH-169,"Wayne County",69,91,1.51,67.5
OH-171,"Williams County",70.4,101,2.2,68.2
OH-173,"Wood County",72.7,112,3.245,69.5
OH-175,"Wyandot County",72.2,113,3.073,69.1
OK-001,"Adair County",77,107,2.295,74.7
OK-003,"Alfalfa County",79.9,108,2.986,76.9
OK-005,"Atoka County",80.7,114,2.775,77.9
OK-007,"Beaver County",77.8,101,2.597,75.2
OK-009,"Beckham County",80.5,111,3.255,77.2
OK-011,"Blaine County",80.6,113,3.51,77.1
OK-013,"Bryan County",82.3,117,3.658,78.6
OK-015,"Caddo County",80.3,110,2.813,77.5
OK-017,"Canadian County",80.1,112,3.097,77
OK-019,"Carter County",81,109,2.228,78.8
OK-021,"Cherokee County",78,105,2.075,75.9
OK-023,"Choctaw County",81.1,117,3.165,77.9
OK-025,"Cimarron County",73,74,0.604,72.4
OK-027,"Cleveland County",79.6,105,2.177,77.4
OK-029,"Coal County",80.6,114,2.58,78
OK-031,"Comanche County",80.9,109,2.64,78.3
OK-033,"Cotton County",82.1,109,2.669,79.4
OK-035,"Craig County",77.8,95,1.684,76.1
OK-037,"Creek County",78.9,103,1.999,76.9
OK-039,"Custer County",80.4,112,3.374,77
OK-041,"Delaware County",77.3,102,2.051,75.2
OK-043,"Dewey County",79.7,111,3.369,76.3
OK-045,"Ellis County",78.4,108,2.985,75.4
OK-047,"Garfield County",80,108,3.08,76.9
OK-049,"Garvin County",80.5,106,2.222,78.3
OK-051,"Grady County",79.9,109,2.543,77.4
OK-053,"Grant County",79.4,104,2.514,76.9
OK-055,"Greer County",81.6,112,3.165,78.4
OK-057,"Harmon County",82.3,112,3.502,78.8
OK-059,"Harper County",78.7,101,2.673,76
OK-061,"Haskell County",78.9,97,1.587,77.3
OK-063,"Hughes County",79.2,101,1.863,77.3
OK-065,"Jackson County",82.6,112,3.197,79.4
OK-067,"Jefferson County",81.6,108,2.121,79.5
OK-069,"Johnston County",81.7,116,3.544,78.2
OK-071,"Kay County",78.6,97,1.947,76.7
OK-073,"Kingfisher County",80.6,108,2.763,77.8
OK-075,"Kiowa County",81.2,110,2.966,78.2
OK-077,"Latimer County",78.3,98,1.59,76.7
OK-079,"Le Flore County",77.8,101,1.71,76.1
OK-081,"Lincoln County",79.3,101,1.756,77.5
OK-083,"Logan County",79.8,106,2.33,77.5
OK-085,"Love County",81.8,112,2.501,79.3
OK-087,"McClain County",79.8,107,2.275,77.5
OK-089,"McCurtain County",78.9,112,2.609,76.3
OK-091,"McIntosh County",79.1,95,1.498,77.6
OK-093,"Major County",80.4,110,3.237,77.2
OK-095,"Marshall County",82.2,115,3.315,78.9
OK-097,"Mayes County",78.8,105,2.117,76.7
OK-099,"Murray County",80.8,114,2.699,78.1
OK-101,"Muskogee County",79.1,96,1.619,77.5
OK-103,"Noble County",79.6,107,2.655,76.9
OK-105,"Nowata County",77.9,91,1.567,76.3
OK-107,"Okfuskee County",79,101,1.738,77.3
OK-109,"Oklahoma County",79.7,106,2.316,77.4
OK-111,"Okmulgee County",79.1,97,1.553,77.5
OK-113,"Osage County",78,98,1.852,76.1
OK-115,"Ottawa County",77.6,101,2.088,75.5
OK-117,"Pawnee County",78.9,102,2.126,76.8
OK-119,"Payne County",79.5,108,2.457,77
